seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr8	70128790	70129057	268	*	Promoter (2-3kb)	8	70131333	70133748	2416	1	ENSMUSG00000071078.6	ENSMUST00000211898.1	-2276
chr8	70656654	70656803	150	*	Promoter (2-3kb)	8	70646435	70659738	13304	2	ENSMUSG00000056204.8	ENSMUST00000070173.8	2935
chr8	70866090	70866268	179	*	Promoter (2-3kb)	8	70843906	70863258	19353	2	ENSMUSG00000002908.17	ENSMUST00000212611.1	-2832
chr8	71923268	71923638	371	*	Intron (ENSMUST00000131544.7/ENSMUSG00000066880.15, intron 1 of 3)	8	71908635	71932495	23861	1	ENSMUSG00000066880.15	ENSMUST00000131544.7	14633
chr8	72135989	72136204	216	*	Exon (ENSMUST00000238752.1/ENSMUSG00000031799.10, exon 1 of 1)	8	72130174	72152768	22595	1	ENSMUSG00000031799.10	ENSMUST00000123177.2	5815
chr8	80877853	80878043	191	*	Promoter (2-3kb)	8	80764438	80880519	116082	2	ENSMUSG00000031714.9	ENSMUST00000210676.1	2476
chr8	82079972	82080129	158	*	Intron (ENSMUST00000217122.1/ENSMUSG00000037940.17, intron 24 of 24)	8	81342562	82122556	779995	1	ENSMUSG00000037940.17	ENSMUST00000217122.1	737410
chr8	83166523	83166703	181	*	Promoter (1-2kb)	8	83165352	83272422	107071	1	ENSMUSG00000031709.15	ENSMUST00000034145.10	1171
chr8	83205424	83205597	174	*	Intron (ENSMUST00000034145.10/ENSMUSG00000031709.15, intron 1 of 17)	8	83165352	83272422	107071	1	ENSMUSG00000031709.15	ENSMUST00000034145.10	40072
chr8	83220518	83220710	193	*	Intron (ENSMUST00000034145.10/ENSMUSG00000031709.15, intron 2 of 17)	8	83165352	83272422	107071	1	ENSMUSG00000031709.15	ENSMUST00000034145.10	55166
chr8	83593428	83594013	586	*	Promoter (<=1kb)	8	83571700	83594429	22730	2	ENSMUSG00000031708.17	ENSMUST00000163837.1	416
chr8	84197778	84197979	202	*	Promoter (<=1kb)	8	84192774	84197667	4894	2	ENSMUSG00000097120.1	ENSMUST00000181282.1	-111
chr8	84494285	84495590	1306	*	Intron (ENSMUST00000238701.1/ENSMUSG00000034656.18, intron 5 of 48)	8	84338639	84640246	301608	1	ENSMUSG00000034656.18	ENSMUST00000238701.1	155646
chr8	84497198	84497421	224	*	Intron (ENSMUST00000238701.1/ENSMUSG00000034656.18, intron 5 of 48)	8	84338639	84640246	301608	1	ENSMUSG00000034656.18	ENSMUST00000238701.1	158559
chr8	84519772	84520871	1100	*	Intron (ENSMUST00000238701.1/ENSMUSG00000034656.18, intron 7 of 48)	8	84338639	84640246	301608	1	ENSMUSG00000034656.18	ENSMUST00000238701.1	181133
chr8	84664204	84665322	1119	*	Promoter (<=1kb)	8	84665445	84668745	3301	1	ENSMUSG00000118487.1	ENSMUST00000238703.1	-123
chr8	84758370	84758551	182	*	Intron (ENSMUST00000109764.7/ENSMUSG00000001911.16, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUSG00000001911.16	ENSMUST00000109764.7	14845
chr8	84760464	84762569	2106	*	Intron (ENSMUST00000109764.7/ENSMUSG00000001911.16, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUSG00000001911.16	ENSMUST00000109764.7	10827
chr8	84764402	84764594	193	*	Intron (ENSMUST00000109764.7/ENSMUSG00000001911.16, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUSG00000001911.16	ENSMUST00000109764.7	8802
chr8	84766551	84767246	696	*	Intron (ENSMUST00000109764.7/ENSMUSG00000001911.16, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUSG00000001911.16	ENSMUST00000109764.7	6150
chr8	84771198	84771375	178	*	Promoter (2-3kb)	8	84704712	84773396	68685	2	ENSMUSG00000001911.16	ENSMUST00000109764.7	2021
chr8	85038327	85038509	183	*	Promoter (1-2kb)	8	85036915	85057580	20666	1	ENSMUSG00000031691.14	ENSMUST00000093360.11	1412
chr8	89041316	89042684	1369	*	Promoter (1-2kb)	8	89027235	89044162	16928	2	ENSMUSG00000031665.7	ENSMUST00000034090.7	1478
chr8	90302746	90303582	837	*	Intron (ENSMUST00000109621.9/ENSMUSG00000043668.13, intron 1 of 6)	8	90247040	90348343	101304	2	ENSMUSG00000043668.13	ENSMUST00000109621.9	44761
chr8	90957185	90957345	161	*	Intron (ENSMUST00000048665.7/ENSMUSG00000056608.14, intron 4 of 39)	8	90828352	91054516	226165	1	ENSMUSG00000056608.14	ENSMUST00000048665.7	128833
chr8	91170473	91171422	950	*	Exon (ENSMUST00000211474.1/ENSMUSG00000110106.1, exon 2 of 2)	8	91125916	91199976	74061	2	ENSMUSG00000031667.16	ENSMUST00000210426.1	28554
chr8	91282998	91283254	257	*	Intron (ENSMUST00000047783.13/ENSMUSG00000033282.14, intron 9 of 25)	8	91217030	91313262	96233	2	ENSMUSG00000033282.14	ENSMUST00000047783.13	30008
chr8	93568949	93571145	2197	*	Intron (ENSMUST00000212785.1/ENSMUSG00000110534.1, intron 2 of 2)	8	93565977	93628624	62648	2	ENSMUSG00000110534.1	ENSMUST00000212785.1	57479
chr8	93916699	93916902	204	*	Intron (ENSMUST00000137202.7/ENSMUSG00000031748.16, intron 3 of 5)	8	93809966	93950403	140438	1	ENSMUSG00000031748.16	ENSMUST00000137202.7	106733
chr8	93919420	93919569	150	*	Intron (ENSMUST00000137202.7/ENSMUSG00000031748.16, intron 3 of 5)	8	93809966	93950403	140438	1	ENSMUSG00000031748.16	ENSMUST00000137202.7	109454
chr8	94993791	94994674	884	*	Promoter (<=1kb)	8	94994274	95005900	11627	1	ENSMUSG00000031785.16	ENSMUST00000212141.1	0
chr8	95488628	95488777	150	*	Promoter (<=1kb)	8	95446096	95488827	42732	2	ENSMUSG00000046707.9	ENSMUST00000056919.8	50
chr8	95703867	95704448	582	*	Intron (ENSMUST00000160964.7/ENSMUSG00000036564.17, intron 4 of 10)	8	95676980	95709144	32165	1	ENSMUSG00000036564.17	ENSMUST00000160964.7	26887
chr8	104386139	104387024	886	*	Intron (ENSMUST00000179802.1/ENSMUSG00000096188.1, intron 1 of 3)	8	104348191	104395807	47617	2	ENSMUSG00000096188.1	ENSMUST00000179802.1	8783
chr8	105394260	105394465	206	*	Intron (ENSMUST00000063071.12/ENSMUSG00000051648.13, intron 4 of 16)	8	105382807	105413502	30696	2	ENSMUSG00000051648.13	ENSMUST00000063071.12	19037
chr8	106774170	106775360	1191	*	Intron (ENSMUST00000048359.4/ENSMUSG00000041949.6, intron 14 of 17)	8	106683068	106851439	168372	1	ENSMUSG00000041949.6	ENSMUST00000048359.4	91102
chr8	106985953	106986158	206	*	Intron (ENSMUST00000212524.1/ENSMUSG00000041308.6, intron 2 of 6)	8	106935750	107019714	83965	1	ENSMUSG00000041308.6	ENSMUST00000212524.1	50203
chr8	109907184	109907333	150	*	Intron (ENSMUST00000179721.7/ENSMUSG00000031732.12, intron 4 of 18)	8	109868603	109944670	76068	1	ENSMUSG00000031732.12	ENSMUST00000179721.7	38581
chr8	110217095	110218084	990	*	Promoter (<=1kb)	8	110217989	110224486	6498	1	ENSMUSG00000046441.5	ENSMUST00000056972.5	0
chr8	110716416	110716819	404	*	Intron (ENSMUST00000213003.1/ENSMUSG00000010936.11, intron 18 of 18)	8	110618585	110720396	101812	1	ENSMUSG00000010936.11	ENSMUST00000213003.1	97831
chr8	111034435	111034669	235	*	Promoter (1-2kb)	8	111033144	111036950	3807	1	ENSMUSG00000031960.14	ENSMUST00000125268.1	1291
chr8	112238476	112238630	155	*	Promoter (1-2kb)	8	112236613	112236966	354	2	ENSMUSG00000110435.1	ENSMUST00000212314.1	-1510
chr8	112935946	112936149	204	*	Intron (ENSMUST00000213082.1/ENSMUSG00000110455.1, intron 1 of 4)	8	112880460	113004997	124538	2	ENSMUSG00000110455.1	ENSMUST00000213082.1	68848
chr8	118343073	118343222	150	*	Intron (ENSMUST00000117160.1/ENSMUSG00000031841.19, intron 1 of 13)	8	118283733	119324921	1041189	1	ENSMUSG00000031841.19	ENSMUST00000117160.1	59340
chr8	118380118	118380286	169	*	Intron (ENSMUST00000117160.1/ENSMUSG00000031841.19, intron 1 of 13)	8	118283733	119324921	1041189	1	ENSMUSG00000031841.19	ENSMUST00000117160.1	96385
chr8	118611058	118611325	268	*	Exon (ENSMUST00000211881.1/ENSMUSG00000110667.1, exon 2 of 2)	8	118283733	119324921	1041189	1	ENSMUSG00000031841.19	ENSMUST00000117160.1	327325
chr8	120537653	120537852	200	*	Promoter (<=1kb)	8	120536892	120537726	835	2	ENSMUSG00000102737.1	ENSMUST00000192004.1	0
chr8	120549649	120549992	344	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	120228456	120553634	325179	1	ENSMUSG00000031822.20	ENSMUST00000180448.2	321193
chr8	120551194	120551749	556	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	120228456	120553634	325179	1	ENSMUSG00000031822.20	ENSMUST00000180448.2	322738
chr8	121851329	121851713	385	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	119910841	124345722	4434882	1	ENSMUSG00000092329.1	ENSMUST00000127664.1	1940488
chr8	121898337	121899012	676	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	121881150	121907694	26545	2	ENSMUSG00000040010.10	ENSMUST00000045557.9	8682
chr8	122224293	122224550	258	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	119910841	124345722	4434882	1	ENSMUSG00000092329.1	ENSMUST00000127664.1	2313452
chr8	123234670	123234929	260	*	Promoter (1-2kb)	8	123229801	123236207	6407	2	ENSMUSG00000033594.11	ENSMUST00000211845.1	1278
chr8	123884002	123884756	755	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	119910841	124345722	4434882	1	ENSMUSG00000092329.1	ENSMUST00000127664.1	3973161
chr8	124288961	124291248	2288	*	Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)	8	124231391	124345722	114332	1	ENSMUSG00000089704.9	ENSMUST00000034458.8	57570
chr8	125254116	125254996	881	*	Intron (ENSMUST00000074562.10/ENSMUSG00000043051.17, intron 12 of 12)	8	125054195	125261151	206957	1	ENSMUSG00000043051.17	ENSMUST00000074562.10	199921
chr8	125557945	125560105	2161	*	Intron (ENSMUST00000212168.1/ENSMUSG00000001995.9, intron 1 of 21)	8	125418074	125569756	151683	2	ENSMUSG00000001995.9	ENSMUST00000212168.1	9651
chr8	126583662	126583888	227	*	Intron (ENSMUST00000181773.1/ENSMUSG00000097060.1, intron 2 of 2)	8	126566970	126590988	24019	1	ENSMUSG00000097060.1	ENSMUST00000181773.1	16692
chr8	126884086	126884754	669	*	Intron (ENSMUST00000212639.1/ENSMUSG00000110697.1, intron 1 of 4)	8	126814490	126908215	93726	2	ENSMUSG00000110697.1	ENSMUST00000212639.1	23461
chr8	126887546	126887829	284	*	Intron (ENSMUST00000212639.1/ENSMUSG00000110697.1, intron 1 of 4)	8	126814490	126908215	93726	2	ENSMUSG00000110697.1	ENSMUST00000212639.1	20386
chr8	128436822	128437080	259	*	Intron (ENSMUST00000026917.9/ENSMUSG00000025810.9, intron 6 of 16)	8	128359284	128503363	144080	1	ENSMUSG00000025810.9	ENSMUST00000026917.9	77538
chr9	7949602	7951004	1403	*	Exon (ENSMUST00000065353.12/ENSMUSG00000053110.13, exon 6 of 9)	9	7931999	8004588	72590	2	ENSMUSG00000053110.13	ENSMUST00000086580.11	53584
chr9	10179555	10179728	174	*	Intron (ENSMUST00000162484.7/ENSMUSG00000039488.15, intron 3 of 20)	9	9660891	10904726	1243836	2	ENSMUSG00000039488.15	ENSMUST00000162484.7	724998
chr9	13694020	13694400	381	*	Intron (ENSMUST00000159294.8/ENSMUSG00000031925.17, intron 2 of 4)	9	13297957	13709388	411432	1	ENSMUSG00000031925.17	ENSMUST00000159294.8	396063
chr9	14614039	14614228	190	*	Promoter (<=1kb)	9	14541966	14615006	73041	2	ENSMUSG00000013076.17	ENSMUST00000013220.7	778
chr9	14842665	14842884	220	*	Promoter (2-3kb)	9	14845613	14847835	2223	1	ENSMUSG00000090023.1	ENSMUST00000159268.1	-2729
chr9	16307487	16307678	192	*	Intron (ENSMUST00000217308.2/ENSMUSG00000074505.6, intron 2 of 25)	9	15910189	16501285	591097	2	ENSMUSG00000074505.6	ENSMUST00000217308.2	193607
chr9	25570397	25571336	940	*	Intron (ENSMUST00000040677.5/ENSMUSG00000036611.5, intron 3 of 7)	9	25481547	25604110	122564	1	ENSMUSG00000036611.5	ENSMUST00000040677.5	88850
chr9	28039486	28039647	162	*	Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 1 of 7)	9	27790947	28925410	1134464	1	ENSMUSG00000062257.13	ENSMUST00000115243.8	248539
chr9	28226207	28226563	357	*	Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 1 of 7)	9	27790947	28925410	1134464	1	ENSMUSG00000062257.13	ENSMUST00000115243.8	435260
chr9	28336130	28336319	190	*	Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 1 of 7)	9	27790947	28925410	1134464	1	ENSMUSG00000062257.13	ENSMUST00000115243.8	545183
chr9	28662463	28663882	1420	*	Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 2 of 7)	9	27790947	28925410	1134464	1	ENSMUSG00000062257.13	ENSMUST00000115243.8	871516
chr9	28911867	28912030	164	*	Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 7 of 7)	9	27790947	28925410	1134464	1	ENSMUSG00000062257.13	ENSMUST00000115243.8	1120920
chr9	29217260	29217409	150	*	Intron (ENSMUST00000075069.10/ENSMUSG00000059974.10, intron 2 of 7)	9	28994750	29963129	968380	2	ENSMUSG00000059974.10	ENSMUST00000075069.10	745720
chr9	29412678	29412837	160	*	Intron (ENSMUST00000075069.10/ENSMUSG00000059974.10, intron 1 of 7)	9	28994750	29963129	968380	2	ENSMUSG00000059974.10	ENSMUST00000075069.10	550292
chr9	29556884	29557094	211	*	Intron (ENSMUST00000075069.10/ENSMUSG00000059974.10, intron 1 of 7)	9	28994750	29963129	968380	2	ENSMUSG00000059974.10	ENSMUST00000075069.10	406035
chr9	29795181	29795425	245	*	Intron (ENSMUST00000075069.10/ENSMUSG00000059974.10, intron 1 of 7)	9	28994750	29963129	968380	2	ENSMUSG00000059974.10	ENSMUST00000075069.10	167704
chr9	29960539	29960739	201	*	Promoter (2-3kb)	9	28994750	29963129	968380	2	ENSMUSG00000059974.10	ENSMUST00000075069.10	2390
chr9	31290575	31290725	151	*	Intron (ENSMUST00000117389.7/ENSMUSG00000042496.18, intron 1 of 6)	9	31280538	31330618	50081	1	ENSMUSG00000042496.18	ENSMUST00000117389.7	10037
chr9	32147300	32147488	189	*	Intron (ENSMUST00000174641.7/ENSMUSG00000041444.14, intron 2 of 21)	9	32116136	32268446	152311	1	ENSMUSG00000041444.14	ENSMUST00000174641.7	31164
chr9	32225962	32226978	1017	*	Intron (ENSMUST00000174641.7/ENSMUSG00000041444.14, intron 10 of 21)	9	32116136	32268446	152311	1	ENSMUSG00000041444.14	ENSMUST00000174641.7	109826
chr9	36831626	36834840	3215	*	Promoter (<=1kb)	9	36832684	36878924	46241	1	ENSMUSG00000032118.16	ENSMUST00000034630.14	0
chr9	36921803	36923030	1228	*	Exon (ENSMUST00000176562.7/ENSMUSG00000035934.16, exon 6 of 6)	9	36890982	37083309	192328	2	ENSMUSG00000035934.16	ENSMUST00000177218.7	160279
chr9	36944672	36944920	249	*	Intron (ENSMUST00000177218.7/ENSMUSG00000035934.16, intron 3 of 10)	9	36890982	37083309	192328	2	ENSMUSG00000035934.16	ENSMUST00000177218.7	138389
chr9	36985023	36985179	157	*	Intron (ENSMUST00000177218.7/ENSMUSG00000035934.16, intron 1 of 10)	9	36890982	37083309	192328	2	ENSMUSG00000035934.16	ENSMUST00000177218.7	98130
chr9	37213404	37213640	237	*	Intron (ENSMUST00000034632.9/ENSMUSG00000032121.9, intron 1 of 3)	9	37208223	37224700	16478	1	ENSMUSG00000032121.9	ENSMUST00000034632.9	5181
chr9	37687879	37688098	220	*	Promoter (1-2kb)	9	37685941	37686934	994	1	ENSMUSG00000097946.1	ENSMUST00000182705.1	1938
chr9	40363863	40364229	367	*	Exon (ENSMUST00000214407.1/ENSMUSG00000110928.1, exon 1 of 1)	9	40293233	40455764	162532	2	ENSMUSG00000040111.17	ENSMUST00000045682.6	91535
chr9	41156487	41156753	267	*	Promoter (1-2kb)	9	41011098	41158062	146965	2	ENSMUSG00000032020.15	ENSMUST00000044155.14	1309
chr9	41577673	41577848	176	*	Exon (ENSMUST00000216299.1/ENSMUSG00000074415.14, exon 1 of 1)	9	41327257	41613693	286437	1	ENSMUSG00000074415.14	ENSMUST00000212373.2	250416
chr9	41581928	41582629	702	*	Exon (ENSMUST00000185538.1/ENSMUSG00000100158.1, exon 1 of 2)	9	41327257	41613693	286437	1	ENSMUSG00000074415.14	ENSMUST00000212373.2	254671
chr9	42381821	42382009	189	*	Intron (ENSMUST00000042190.13/ENSMUSG00000037705.13, intron 7 of 23)	9	42329622	42399929	70308	2	ENSMUSG00000037705.13	ENSMUST00000042190.13	17920
chr9	42471944	42472289	346	*	Promoter (<=1kb)	9	42412316	42472258	59943	2	ENSMUSG00000037287.15	ENSMUST00000066148.11	0
chr9	42530873	42531147	275	*	Intron (ENSMUST00000114865.7/ENSMUSG00000032017.14, intron 19 of 20)	9	42518135	42944493	426359	2	ENSMUSG00000032017.14	ENSMUST00000114865.7	413346
chr9	43105201	43105357	157	*	Promoter (<=1kb)	9	42963842	43105987	142146	2	ENSMUSG00000059495.14	ENSMUST00000165665.8	630
chr9	43745688	43745902	215	*	Promoter (1-2kb)	9	43743984	43807461	63478	1	ENSMUSG00000032012.9	ENSMUST00000034510.8	1704
chr9	44084274	44084676	403	*	Intron (ENSMUST00000034508.13/ENSMUSG00000032010.15, intron 2 of 12)	9	44067021	44095627	28607	1	ENSMUSG00000032010.15	ENSMUST00000034508.13	17253
chr9	44087441	44087821	381	*	Intron (ENSMUST00000034508.13/ENSMUSG00000032010.15, intron 2 of 12)	9	44067021	44095627	28607	1	ENSMUSG00000032010.15	ENSMUST00000034508.13	20420
chr9	44486638	44486811	174	*	Intron (ENSMUST00000220303.1/ENSMUSG00000063382.6, intron 1 of 7)	9	44482825	44510422	27598	1	ENSMUSG00000063382.6	ENSMUST00000220303.1	3813
chr9	45300759	45301072	314	*	Promoter (<=1kb)	9	45301962	45302171	210	1	ENSMUSG00000111075.1	ENSMUST00000214313.1	-890
chr9	45632774	45632982	209	*	Intron (ENSMUST00000213919.1/ENSMUSG00000032087.11, intron 4 of 7)	9	45426643	45672949	246307	1	ENSMUSG00000032087.11	ENSMUST00000213919.1	206131
chr9	45983851	45985252	1402	*	Promoter (<=1kb)	9	45962859	45985051	22193	2	ENSMUSG00000003131.7	ENSMUST00000172450.2	0
chr9	46026014	46026206	193	*	Intron (ENSMUST00000126865.7/ENSMUSG00000034135.15, intron 1 of 24)	9	46012820	46224194	211375	1	ENSMUSG00000034135.15	ENSMUST00000126865.7	13194
chr9	46082530	46084152	1623	*	Intron (ENSMUST00000126865.7/ENSMUSG00000034135.15, intron 1 of 24)	9	46012820	46224194	211375	1	ENSMUSG00000034135.15	ENSMUST00000126865.7	69710
chr9	47527565	47527805	241	*	Promoter (1-2kb)	9	47525616	47525722	107	2	ENSMUSG00000094895.1	ENSMUST00000179708.1	-1843
chr9	47531226	47531506	281	*	Promoter (1-2kb)	9	47530173	47853385	323213	1	ENSMUSG00000032076.20	ENSMUST00000114548.7	1053
chr9	47626208	47626392	185	*	Intron (ENSMUST00000114548.7/ENSMUSG00000032076.20, intron 1 of 9)	9	47530173	47853385	323213	1	ENSMUSG00000032076.20	ENSMUST00000114548.7	96035
chr9	48597060	48597320	261	*	Promoter (<=1kb)	9	48591877	48597375	5499	2	ENSMUSG00000032271.13	ENSMUST00000136813.1	55
chr9	48801535	48801689	155	*	Intron (ENSMUST00000093852.4/ENSMUSG00000066687.5, intron 2 of 6)	9	48654297	48835945	181649	2	ENSMUSG00000066687.5	ENSMUST00000093852.4	34256
chr9	49619699	49619885	187	*	Intron (ENSMUST00000193547.5/ENSMUSG00000039542.16, intron 1 of 17)	9	49502136	49798925	296790	2	ENSMUSG00000039542.16	ENSMUST00000193547.5	179040
chr9	49637093	49637277	185	*	Intron (ENSMUST00000193547.5/ENSMUSG00000039542.16, intron 1 of 17)	9	49502136	49798925	296790	2	ENSMUSG00000039542.16	ENSMUST00000193547.5	161648
chr9	49794564	49794797	234	*	Intron (ENSMUST00000193547.5/ENSMUSG00000039542.16, intron 1 of 17)	9	49502136	49798925	296790	2	ENSMUSG00000039542.16	ENSMUST00000193547.5	4128
chr9	52164395	52164825	431	*	Intron (ENSMUST00000213645.1/ENSMUSG00000035164.8, intron 1 of 5)	9	52111344	52168572	57229	2	ENSMUSG00000035164.8	ENSMUST00000213645.1	3747
chr9	56160485	56161316	832	*	Promoter (<=1kb)	9	56131725	56160789	29065	2	ENSMUSG00000032324.11	ENSMUST00000214970.1	0
chr9	56635521	56636920	1400	*	Promoter (<=1kb)	9	56619088	56635628	16541	2	ENSMUSG00000049556.5	ENSMUST00000114256.1	0
chr9	56638142	56638298	157	*	Intron (ENSMUST00000053568.1/ENSMUSG00000049556.5, intron 3 of 3)	9	56618475	56685253	66779	2	ENSMUSG00000049556.5	ENSMUST00000053568.1	46955
chr9	56655018	56656438	1421	*	Intron (ENSMUST00000053568.1/ENSMUSG00000049556.5, intron 2 of 3)	9	56618475	56685253	66779	2	ENSMUSG00000049556.5	ENSMUST00000053568.1	28815
chr9	56658602	56658754	153	*	Intron (ENSMUST00000053568.1/ENSMUSG00000049556.5, intron 2 of 3)	9	56618475	56685253	66779	2	ENSMUSG00000049556.5	ENSMUST00000053568.1	26499
chr9	58545416	58545574	159	*	Intron (ENSMUST00000165365.2/ENSMUSG00000035914.11, intron 1 of 7)	9	58524298	58555437	31140	2	ENSMUSG00000035914.11	ENSMUST00000165365.2	9863
chr9	59029860	59031099	1240	*	Intron (ENSMUST00000216941.1/ENSMUSG00000111846.1, intron 2 of 3)	9	58874687	59036441	161755	2	ENSMUSG00000032340.8	ENSMUST00000068664.6	5342
chr9	59201801	59203454	1654	*	Intron (ENSMUST00000215275.1/ENSMUSG00000110789.1, intron 4 of 4)	9	59191410	59235071	43662	2	ENSMUSG00000110789.1	ENSMUST00000215275.1	31617
chr9	59657528	59660037	2510	*	Promoter (<=1kb)	9	59658243	59670598	12356	1	ENSMUSG00000032294.17	ENSMUST00000213930.1	0
chr9	60089058	60090269	1212	*	Intron (ENSMUST00000171654.7/ENSMUSG00000032289.15, intron 6 of 16)	9	59966931	60497126	530196	2	ENSMUSG00000032289.15	ENSMUST00000171654.7	406857
chr9	61101830	61102067	238	*	Intron (ENSMUST00000215460.1/ENSMUSG00000111169.1, intron 2 of 3)	9	61081951	61117839	35889	1	ENSMUSG00000111169.1	ENSMUST00000215460.1	19879
chr9	61371125	61371298	174	*	Promoter (<=1kb)	9	61370797	61372193	1397	2	ENSMUSG00000074256.3	ENSMUST00000098658.2	895
chr9	62980054	62980215	162	*	Promoter (<=1kb)	9	62878368	62980879	102512	2	ENSMUSG00000032405.10	ENSMUST00000098651.5	664
chr9	65681572	65682076	505	*	Intron (ENSMUST00000128928.7/ENSMUSG00000040652.16, intron 2 of 4)	9	65668001	65688882	20882	1	ENSMUSG00000040652.16	ENSMUST00000128928.7	13571
chr9	66125069	66125221	153	*	Promoter (1-2kb)	9	66097406	66126587	29182	2	ENSMUSG00000032382.14	ENSMUST00000137542.1	1366
chr9	66512052	66512386	335	*	Promoter (2-3kb)	9	66508375	66514609	6235	2	ENSMUSG00000050503.9	ENSMUST00000056890.9	2223
chr9	66863002	66863399	398	*	Intron (ENSMUST00000041139.8/ENSMUSG00000036943.9, intron 2 of 7)	9	66843664	66919687	76024	2	ENSMUSG00000036943.9	ENSMUST00000041139.8	56288
chr9	67162278	67162469	192	*	Intron (ENSMUST00000215645.1/ENSMUSG00000111556.1, intron 2 of 2)	9	67133560	67213918	80359	1	ENSMUSG00000111556.1	ENSMUST00000215645.1	28718
chr9	67265928	67266078	151	*	Intron (ENSMUST00000040025.13/ENSMUSG00000052698.15, intron 45 of 57)	9	67217087	67559703	342617	2	ENSMUSG00000052698.15	ENSMUST00000040025.13	293625
